Sample ID,Classifications,Cell Culture Media,LINE,Gender,Doubling time (hr),C4-POS RAW FILE,HILIC-POS RAW FILE,HILIC-NEG RAW FILE,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine
HT1376_URINARY_TRACT,urinary_tract,EMEM + 10% FBS,Batch3,female,54.34154049,0018-CCL_Batch3_LIP-HT-1376.wiff,018-CCLE-batch3-HIL-HT-1376.wiff,0018-CCL_Batch_3_CMH-HT-1376.wiff,11027,83180,26693,977978,411168,93181,704517,5825,122490,4415514,2206380,1281545,2161985,5478884,6134518,7569306,315411,825202,1026317,150787,692360,25181,234075,1346,1826,9444,718,53959,2370,244457,11423,57918,999,6674,1887,26040,7957,1008551,153944,5534466,1845763,4434863,53885,1344349,531837,246,14020,8301,61240,7938,7454,30082,10869,2427,31104,17213,243857,1147062,866414,33672,1095286,2699932,2204346,8024,1141096,945645,7142,1030,907,2368,1431,249,1671,351,,5471,723
A549_LUNG,lung_NSC,F12 + 10% FBS,Batch_1,male,33.75263903,018-CCLE-Batch_1-LIP-A549.wiff,018-CCLE-Batch_1-HIL-A549.wiff,018-CCLE-Batch_1-CMH-A549.wiff,12331,460484,58896,292640,1955,115376,1610327,235602,112818,3070171,2570807,1734096,762972,778986,68043,2069799,60937,317576,11049308,73042,1951179,27574,521828,835,9773,137322,,,2076,211718,,44140,25213,4278,,19030,9501,313553,23901,4029310,6761123,249047,1118439,1139185,398421,,28963,,19051,4880,10076,484,2511,4681,1162,289844,86786,1489632,995986,10267,1672085,12100429,,,,,,,,,,,,,,,
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,CML,RPMI 1640 + 10% FBS,Batch6_7,female,NA,0189_CCLE_Batch6_7_LIP-CML-T1.wiff,0189_CCLE_Batch6_7_HIL-CML-T1.wiff,0189_CCLE_Batch_6_7_CMH_CML-T1.wiff,9738,478697,20482,126570,52034,85489,2682166,675658,973665,528684,2285235,136015,240094,1960227,2745890,812952,52425,158627,16443674,1350675,805902,14897,958582,389,1678,60916,1352,26096,2781,333704,17356,17894,346,856,8514,5288,23148,722679,88406,4191062,5119525,513209,,2567564,181803,110,5326,,6614,621,5725,253,973,12972,997,190113,3534,1199039,273098,14080,989442,7652892,1065150,37197,2620937,169993,39732,7674,1096,3261,9153,2294,5082,433,4284,84658,
SCC4_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive,DMEM;F12 = 1;1 + 10% FBS,Batch6_7,male,77.8,0188_CCLE_Batch6_7_LIP-SCC-4.wiff,0188_CCLE_Batch6_7_HIL-SCC-4.wiff,0188_CCLE_Batch_6_7_CMH_SCC-4.wiff,15603,1360625,77398,1373736,448162,128124,1637896,357099,6282892,3989611,1982793,2412299,3159498,6144194,7202735,12558574,506093,1114057,14178853,147171,1067509,12163,477220,1000,795,24181,2278,76830,9070,413021,48159,86487,928,11393,1921,31025,97730,3565232,486826,6238371,11168341,1534514,,5467461,1089848,351,8398,4941,106748,1704,12279,4285,453,17369,633,718554,6463974,1296790,469923,27623,1833678,7819640,526582,20383,3375115,1722251,8289,1456,2203,3798,3883,1640,7574,965,9627,33478,864
KP3_PANCREAS,pancreas,RPMI 1640 + 10% FBS,Batch6_7,male,35.7554822,0186_CCLE_Batch6_7_LIP-KP-3.wiff,0186_CCLE_Batch6_7_HIL-KP-3.wiff,0186_CCLE_Batch_6_7_CMH_KP-3.wiff,2074,473887,29930,275137,290941,310012,3533401,966387,1910441,1492631,3472577,500815,918890,6794527,8126075,3232654,168067,432770,11820003,786805,858238,47409,311459,722,2096,23984,902,65702,8084,234146,11784,63448,2388,8890,4729,41916,33644,892440,13112,3827458,617307,2025378,,2509000,469389,157,7850,1343,41015,2057,13618,4609,5982,7787,594,501846,2676499,742691,1781255,28249,904806,3022170,312896,7895,148303,46592,3155,707,490,1014,2017,683,2440,234,3045,37442,1101
TM31_CENTRAL_NERVOUS_SYSTEM,glioma,MEM + 10% FBS,Batch6_7,female,75.65653072,0185_CCLE_Batch6_7_LIP-TM-31.wiff,0185_CCLE_Batch6_7_HIL-TM-31.wiff,0185_CCLE_Batch_6_7_CMH_TM-31.wiff,1133,582329,10546,1031918,418424,199204,3474979,218604,4276307,4176042,2181362,1880670,2452905,6323607,6646216,10882764,390485,1317664,10262840,199837,504767,26292,220942,1062,22524,21803,1153,76450,19298,291582,15051,74028,879,14205,5530,31105,67170,1577164,108356,4419653,2116223,351875,,4948505,733435,258,8985,,65594,9461,10854,8104,67455,8569,2780,583061,6618434,1175169,1072460,27318,1184804,4969201,1238271,8559,911372,92196,7637,1878,707,524,1368,996,2525,422,3488,14380,884
HUH7_LIVER,liver,DMEM + 10% FBS,Batch6_7,male,106.8962377,0184_CCLE_Batch6_7_LIP-HuH-7.wiff,0184_CCLE_Batch6_7_HIL-HuH-7.wiff,0184_CCLE_Batch_6_7_CMH_HuH-7.wiff,16837,1154470,1004789,1476482,497031,184471,3571345,242731,11070435,2811554,563205,5350299,3943950,7379896,8642470,11296253,572628,1273974,16515681,50809,638575,35287,508643,1832,156,159998,6142,83956,7513,491772,50848,110172,1947,11409,9720,49024,84595,4725035,1862533,4619023,906658,186417,,3576154,853309,544,7818,4409,384421,3627,26563,15426,18720,8022,1649,1728113,752346,1694691,1458679,39776,1030897,2274395,5849059,26582,712929,450530,12626,1405,568,1819,2110,459,1370,261,3814,105390,1987
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,lymphoma_Burkitt,RPMI 1640 + 10% FBS,Batch6_7,male,NA,0183_CCLE_Batch6_7_LIP-BL-70.wiff,0183_CCLE_Batch6_7_HIL-BL-70.wiff,0183_CCLE_Batch_6_7_CMH_BL-70.wiff,2252,90657,85637,58177,24009,128388,1682752,127371,648671,159823,527916,52225,143601,521931,567020,309778,14421,50505,3384404,198345,114914,4738,914565,254,949,14880,,12182,663,13833,806,6609,257,198,1815,2103,1616,302477,39084,1799311,2025307,213728,,401514,64873,,9855,,4000,2838,1454,1145,827,22352,206,60905,1865,271099,229296,2315,234358,784720,595076,2738,1679116,30098,2846,1295,,329,457,419,81,334,,53559,
NCIH2110_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch6_7,NA,68.5306391,0182_CCLE_Batch6_7_LIP-NCI-H2110.wiff,0182_CCLE_Batch6_7_HIL-NCI-H2110.wiff,0182_CCLE_Batch_6_7_CMH_NCI-H2110.wiff,6994,456415,196774,302242,485179,304576,1828835,611713,3967934,1966168,4648114,1094096,1371414,8994290,10020835,5125415,232053,666723,12938638,540381,1693447,31918,831935,397,810,828107,2408,98332,2158,346898,23343,124331,4156,17796,2727,50148,2145,2369794,456038,4930780,4383968,109366,,2314531,852226,338,8412,,50303,922,17507,1781,3100,18353,364,1036396,7802,694783,1931149,62508,657951,5093905,592124,43249,1280132,853046,49372,2452,1834,8327,33017,7307,31711,692,4151,106920,1495
HS729_SOFT_TISSUE,soft_tissue,DMEM + 10% FBS,Batch6_7,male,97.00442872,0181_CCLE_Batch6_7_LIP-Hs729.wiff,0181_CCLE_Batch6_7_HIL-Hs 729.wiff,0181_CCLE_Batch_6_7_CMH_Hs-729.wiff,14690,338883,426529,1281859,611876,419488,4429675,22186,8764128,4270637,1755204,4205553,3840397,10371811,10930987,12836597,477557,1309647,4669459,38385,362081,24468,342652,636,4022,22794,1271,65295,5742,201126,17256,68539,747,9943,3118,34005,48807,4217118,791222,3059928,5941223,395584,,1424358,534420,293,8454,4985,201607,11083,11265,17253,22334,7029,786,1119118,13284827,718035,510283,34331,1237862,3706830,1443483,21791,406352,561249,6508,644,3184,4142,14803,4472,13171,330,1860,37545,863
MDAMB453_BREAST,breast,RPMI 1640 + 10% FBS,Batch6_7,female,45.6,0180_CCLE_Batch6_7_LIP-MDA-MB-453.wiff,0180_CCLE_Batch6_7_HIL-MDA-MB-453.wiff,0180_CCLE_Batch_6_7_CMH_MDA-MB-453.wiff,7251,69174,287018,186531,201343,259037,1775968,393965,6373228,1807297,3647907,772739,637892,3766338,4239228,2147538,109918,258573,3157332,346099,320294,12600,197398,494,76,10672,1397,43706,2676,121644,7675,62517,1957,5414,1151,19631,1560,1361250,194768,2819862,3170607,270046,,2961310,321528,220,7770,3147,6511,666,4237,16541,4377,13771,265,491743,2486,425156,399891,21586,622435,1886741,190437,7878,1310399,1028603,20671,1596,15248,24552,69925,11430,19827,469,11728,6179,388
EFE184_ENDOMETRIUM,endometrium,RPMI 1640 + 10% FBS,Batch3,female,63.82381976,0017-CCL_Batch3_LIP-EFE-184.wiff,017-CCLE-batch3-HIL-EFE-184.wiff,0017-CCL_Batch_3_CMH-EFE-184.wiff,3516,230868,195026,137613,154981,232234,4940514,336999,2000976,1940972,3054226,559572,549781,2892754,3307984,1862636,80216,89859,4927319,330638,1106441,12224,67160,,579,26942,1877,37310,,186488,8934,55551,1546,3252,1443,29852,5523,882371,41334,3444051,4031962,1171337,78191,3004348,409976,284,9849,4785,36455,17763,6061,1458,3945,3434,3026,227371,6923360,527171,668427,16776,874378,3585612,341757,13757,235763,60269,7453,677,815,645,857,768,1031,181,,11800,799
NCIH661_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch_1,male,45.66576128,017-CCLE-Batch_1-LIP-NCI-H661.wiff,017-CCLE-Batch_1-HIL-NCI-H661.wiff,017-CCLE-Batch_1-CMH-NCI-H661.wiff,13017,55783,46729,291173,374143,246497,2450634,657038,343641,1684072,3503741,1158264,728169,6867423,7654247,3878481,194309,370146,8742448,476799,401308,30069,119279,187,1841,189011,583,,4965,235478,,107259,2943,30730,,43134,38907,2709707,501880,7377723,1319785,89246,744382,4392526,1189938,456,2384,,29356,8894,17002,7771,58077,4147,662,704835,6251,969676,1884779,43580,1244197,692124,,,,,,,,,,,,,,,
OUMS23_LARGE_INTESTINE,colorectal,DMEM + 10% FBS,Batch6_7,male,54.53622576,0179_CCLE_Batch6_7_LIP-OUMS-23.wiff,0179_CCLE_Batch6_7_HIL-OUMS-23.wiff,0179_CCLE_Batch_6_7_CMH_OUMS-23.wiff,9157,288735,409765,812867,502385,742145,3827637,46012,7828125,3506326,1831070,3776543,3573515,9267175,10818553,11529309,461843,1003137,1512865,19539,191394,22657,493681,514,414,43713,997,64049,4844,164969,15967,71293,838,10125,2140,31882,2053,4351311,906413,3964932,4275364,1034216,,1472319,527643,183,8745,6692,309264,1267,10034,3249,988,8575,205,1045999,10749351,361444,671037,36536,519122,2075964,257841,15158,111283,92158,4075,740,283,471,1560,305,1934,615,1684,37353,738
NCIH2405_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch6_7,male,62.1,0175_CCLE_Batch6_7_LIP-NCI-H2405.wiff,0175_CCLE_Batch6_7_HIL-NCI-H2405.wiff,0175_CCLE_Batch_6_7_CMH_NCI-H2405.wiff,3363,161414,98632,141098,164225,602011,2089087,355800,7648866,1574208,3604522,664891,559601,3588140,3999689,2059742,103933,244685,5731974,289550,421429,13368,707796,629,2010,153813,1047,53507,4838,201597,13640,89145,2285,9980,2152,34371,85375,1130826,70266,3151628,2877826,525624,,4355625,631515,276,7057,2650,158797,4256,12837,2227,2338,15645,318,1009258,2955869,449337,607814,20564,1078194,1668792,311184,10936,187070,317837,2860,664,1330,1595,2014,955,3090,266,1407,58441,881
GB1_CENTRAL_NERVOUS_SYSTEM,glioma,EMEM + 10% FBS,Batch6_7,male,42.21040381,0174_CCLE_Batch6_7_LIP-GB-1.wiff,0174_CCLE_Batch6_7_HIL-GB-1.wiff,0174_CCLE_Batch_6_7_CMH_GB-1.wiff,5779,1385782,22863,1368912,341287,150616,3361002,246186,495804,4264402,2594763,1474323,2961732,6505927,7654592,10388128,399133,1229789,13077221,397068,242828,50267,332446,1715,13748,29415,1195,86337,8623,297436,20146,99016,1426,18268,2677,29689,122927,1593498,194578,5137212,2160324,441565,,4469593,894338,578,8953,,44526,5842,10663,3669,208358,17802,2720,481653,5982150,754476,343209,21159,648442,3348357,1169377,9198,774108,144967,3108,726,620,664,1538,572,2027,694,9323,29349,2854
SNUC2A_LARGE_INTESTINE,colorectal,DMEM;F12 = 1;1 + 10% FBS,Batch6_7,female,58.49447446,0173_CCLE_Batch6_7_LIP-SNU-C2A.wiff,0173_CCLE_Batch6_7_HIL-SNU-C2A.wiff,0173_CCLE_Batch_6_7_CMH_SNU-C2A.wiff,13981,667545,244771,543542,288074,382616,2922073,67105,7912433,2667259,2787735,2303341,2042893,5647247,5617398,6201094,235463,546403,9362465,37759,520151,15627,597360,517,2121,23447,2392,55545,1935,202166,19407,77388,1494,11076,1323,22655,2193,2483792,515859,12478562,7744101,527313,,3034244,541769,322,6481,5219,14251,2741,8926,6395,27993,13148,308,730469,521698,2642014,384779,24059,1836795,3778876,330084,14323,417592,8697210,7147,576,847,387,819,458,1365,575,4970,44603,450
EFO27_OVARY,ovary,RPMI 1640 + 20% FBS,Batch6_7,female,43.53089296,0172_CCLE_Batch6_7_LIP-EFO-27.wiff,0172_CCLE_Batch6_7_HIL-EFO-27.wiff,0172_CCLE_Batch_6_7_CMH_EFO-27.wiff,13993,1301938,290220,161999,212660,244499,3378576,489965,4582310,1465200,3524219,593868,781511,4515255,5162190,2853617,116104,12206,12399669,416344,674422,20733,480962,1154,10445,20760,1650,107280,4236,306569,17947,122103,1421,18731,996,48696,8557,1132176,63295,5810825,6775809,602795,,5312758,946306,594,8772,,23169,811,12018,701,542,18718,453,952314,2323437,1463606,870744,23120,3312040,6759030,392481,36493,261382,138845,28964,2021,4085,5411,20048,4854,9185,555,6878,43888,1063
ISTMES2_PLEURA,mesothelioma,DMEM + 10% FBS,Batch6_7,male,93.18920513,0171_CCLE_Batch6_7_LIP-IST-MES-2.wiff,0171_CCLE_Batch6_7_HIL-IST-MES-2.wiff,0171_CCLE_Batch_6_7_CMH_IST-MES-2.wiff,7716,224246,564166,1033282,654695,315681,3897743,77519,12334093,4611093,2417813,6328214,4267533,12061200,12380048,13917676,557485,1088698,5192629,15941,295204,24722,196459,517,475,21563,1386,77500,4357,205246,16769,101786,1174,13537,1509,48859,34016,5184019,970665,4002511,7469416,962085,,2522154,487398,569,6120,7466,9114,14592,9728,8360,150566,3763,228,1836891,6092370,347278,291942,49455,817786,3074368,187749,13444,78476,38153,3493,333,548,2238,26187,8604,22559,467,1351,8060,1113
FUOV1_OVARY,ovary,DMEM;F12 = 1;1 + 10% FBS,Batch6_7,female,70.8,0170_CCLE_Batch6_7_LIP-FU-OV-1.wiff,0170_CCLE_Batch6_7_HIL-FU-OV-1.wiff,0170_CCLE_Batch_6_7_CMH_FU-OV-1.wiff,5405,361832,263945,536389,310680,141444,2256044,63089,4601866,2936129,3147033,3372414,2332522,6271655,6279512,6999386,255445,573116,7348817,24378,335169,31957,337578,534,1500,67716,760,71295,494,180251,11214,83452,1144,11424,920,31033,2628,2868273,502267,4503149,10158979,845391,,876337,390685,334,7175,9068,10109,18119,7821,2593,13114,7088,174,494726,1631298,666679,237934,24683,1245923,2913593,344574,11620,732001,77489,8107,719,1038,959,1838,459,1257,259,,13590,797
EBC1_LUNG,lung_NSC,MEM + 10% FBS,Batch3,male,49.08212451,0016-CCL_Batch3_LIP-EBC-1.wiff,016-CCLE-batch3-HIL-EBC-1.wiff,0016-CCL_Batch_3_CMH-EBC-1.wiff,1426,165180,24701,434608,217123,93203,1042667,47472,4036673,3588758,2925371,1690204,1622158,4318652,4823060,4789522,201775,545601,1670597,58550,698758,25340,685974,,7867,55030,811,54061,535,213342,11590,72664,1213,5210,1643,35262,43434,1261881,178987,4803440,4429987,3377007,1996,1232126,518709,244,14367,3461,62105,7369,6758,19972,6240,2973,3497,299373,8970,383387,818922,20983,656164,1121934,959920,10613,286239,678062,7990,1023,344,699,2193,2783,1649,355,,28254,639
HARA_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch_1,male,45.39669445,016-CCLE-Batch_1-LIP-HARA.wiff,016-CCLE-Batch_1-HIL-HARA.wiff,016-CCLE-Batch_1-CMH-HARA.wiff,13980,1251311,501033,419873,596433,373095,1909691,857482,140228,2355092,1999466,459201,1227251,7903538,9729719,6416435,403318,798516,12298410,873503,497963,41916,402491,,939,196746,,,5427,219203,,59980,4537,5644,,20768,52343,1253455,217814,4230739,3041546,589818,882224,6403244,694416,241,4546,,14606,1447,6221,7540,3210,3589,525,517685,99660,1257044,1806863,78770,938224,4560216,,,,,,,,,,,,,,,
RMUGS_OVARY,ovary,F12 + 10% FBS,Batch6_7,female,74.38716394,0169_CCLE_Batch6_7_LIP-RMUG-S.wiff,0169_CCLE_Batch6_7_HIL-RMUG-S.wiff,0169_CCLE_Batch_6_7_CMH_RMUG-S.wiff,3101,106402,121216,70576,21387,93048,551499,50222,374011,1379937,1900985,381926,247677,438239,73936,441243,16353,84376,4584989,30961,439344,4978,172156,629,3557,4076,,23177,403,78831,3743,26485,1760,2675,1134,10693,2073,189558,9139,1788174,6291038,96627,,748675,122794,144,8933,2335,81217,16186,2883,1660,5016,6046,177,79019,15669,347230,91914,5933,760335,1312714,58484,6257,799150,586635,4373,416,990,3954,3963,345,2670,500,1751,8335,261
TCCSUP_URINARY_TRACT,urinary_tract,EMEM + 10% FBS,Batch6_7,female,42.22702023,0168_CCLE_Batch6_7_LIP-TCCSUP.wiff,0168_CCLE_Batch6_7_HIL-TCCSUP.wiff,0168_CCLE_Batch_6_7_CMH_TCCSUP.wiff,7257,746869,284634,729160,327720,555273,2362699,200467,4914054,3099122,2587770,1644057,2062438,5107791,5114233,8102645,311262,873180,4358476,98970,226571,33971,171649,1206,5053,14371,633,53178,1713,155744,7665,66680,4148,7874,2614,22346,5961,1341761,69468,2901365,2402414,474362,,1350776,321427,405,8742,,24641,12101,6121,7371,4595,9042,710,317189,5156686,304806,1304635,18403,698239,636562,339123,7002,640154,207091,4239,479,494,332,1884,216,1303,184,5200,25047,597
SKNDZ_AUTONOMIC_GANGLIA,neuroblastoma,DMEM + 10% FBS,Batch6_7,female,NA,0166_CCLE_Batch6_7_LIP-SK-N-DZ.wiff,0166_CCLE_Batch6_7_HIL-SK-N-DZ.wiff,0166_CCLE_Batch_6_7_CMH_SK-N-DZ.wiff,11579,382205,420524,745410,258309,212440,2399550,77623,6058792,1035444,1202953,1904621,2037235,5188038,5638987,6163360,228188,518156,7107332,21052,177082,10985,490051,527,,41638,1027,37429,786,89249,6400,68302,1248,3987,1268,10289,7225,2202361,555117,2099628,2882851,239096,,2523747,209012,166,6081,6764,10423,1386,3918,21107,33812,8202,109,658437,3764,198063,948300,30107,299399,998217,323736,3597,100985,37477,2237,244,356,474,2335,819,1593,648,1346,23067,356
SKNFI_AUTONOMIC_GANGLIA,neuroblastoma,DMEM + 10% FBS,Batch6_7,male,41.68616653,0165_CCLE_Batch6_7_LIP-SK-N-FI.wiff,0165_CCLE_Batch6_7_HIL-SK-N-FI.wiff,0165_CCLE_Batch_6_7_CMH_SK-N-FI.wiff,15066,464830,490388,1012137,363398,244168,2247633,96528,7444593,1607471,1644289,2907767,2670267,6709082,6948820,8097423,318194,752715,4019270,29714,222181,15965,111186,455,,32149,2392,44798,602,148439,9822,54099,558,4346,1863,14874,15829,2473858,607744,2396156,4224692,832076,,1347265,259211,131,9785,7452,9943,3826,6009,4773,10223,8418,1119,850940,4988,530358,1158599,39050,664664,1697697,1346737,12591,398823,532600,3697,500,545,950,3970,1509,2476,,2210,5638,403
HT1197_URINARY_TRACT,urinary_tract,EMEM + 10% FBS,Batch6_7,male,85.4602563,0164_CCLE_Batch6_7_LIP-HT-1197.wiff,0164_CCLE_Batch6_7_HIL-HT-1197.wiff,0164_CCLE_Batch_6_7_CMH_HT-1197.wiff,11410,425600,33587,775658,331083,454045,5008075,254037,5389641,3035064,2157474,1357649,2143761,5725556,6191219,8350699,293923,1029519,8319381,108598,421491,27795,239234,1047,,26797,1194,40821,2258,178539,11391,45271,1238,3611,2186,24979,13401,1376846,224785,2998949,3740914,204408,,2549108,286681,320,10105,2408,413487,3252,8977,2745,466,7604,398,327681,453142,1382851,1393797,14593,1688853,3441526,1374790,30880,1504410,4732730,10775,759,1721,4563,4661,1039,2865,226,2777,41753,730
OCUM1_STOMACH,stomach,DMEM + 10% FBS,Batch6_7,female,NA,0163_CCLE_Batch6_7_LIP-OCUM-1.wiff,0163_CCLE_Batch6_7_HIL-OCUM-1.wiff,0163_CCLE_Batch_6_7_CMH_OCUM-1.wiff,2111,362243,86816,425873,80766,236320,960378,26945,345435,438340,539607,520686,859614,1873815,2018117,2507325,91378,274651,3824941,35536,148961,7978,695560,400,3047,295812,1087,26450,1314,78716,4939,29311,471,1409,13424,18773,,812844,109252,3295868,4972151,191049,,4852280,194245,,6727,1273,74886,1748,11747,796,686,8679,282,131779,2045,915680,687986,5426,1221899,7890885,188209,114227,848217,45331,30711,413,928,1087,5987,904,1393,418,1690,66618,650
NCIH716_LARGE_INTESTINE,colorectal,RPMI 1640 + 10% FBS,Batch6_7,male,76.2,0162_CCLE_Batch6_7_LIP-NCI-H716.wiff,0162_CCLE_Batch6_7_HIL-NCI-H716.wiff,0162_CCLE_Batch_6_7_CMH_NCI-H716.wiff,3740,142419,180750,134013,50710,244895,1110725,194524,2210878,280682,1188504,177813,240512,1038038,1060298,693604,25292,126117,2572142,269248,217755,6462,335062,351,,57071,,18127,283,56100,2198,16838,764,733,3195,5327,3428,454788,32043,1506198,2877314,872563,,1934844,88795,107,6537,912,28300,6845,2340,6827,23417,6687,155,67620,31799,276506,495518,5141,444164,531199,135894,4991,119101,97356,4793,412,1742,4496,16641,2328,6609,451,783,7898,
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AML,RPMI 1640 + 10% FBS,Batch6_7,female,NA,0161_CCLE_Batch6_7_LIP-GDM-1.wiff,0161_CCLE_Batch6_7_HIL-GDM-1.wiff,0161_CCLE_Batch_6_7_CMH_GDM-1.wiff,2139,13464,43057,36077,22237,28232,504563,50613,912146,230607,878847,132280,135229,480595,533183,312191,11618,45001,1287710,69403,222486,7421,105177,297,73,20965,,12226,,20030,782,8602,741,645,488,4129,1669,163008,25275,694423,2633515,31509,,417511,48628,,6251,865,2240,207,1332,,151,7175,72,71733,,66279,176768,3177,81313,767911,31201,2197,24376,11475,1206,,461,1831,11285,1724,2833,226,,4940,
HUG1N_STOMACH,stomach,RPMI 1640 + 10% FBS,Batch6_7,male,129.8,0160_CCLE_Batch6_7_LIP-HuG1-N.wiff,0160_CCLE_Batch6_7_HIL-HuG1-N.wiff,0160_CCLE_Batch_6_7_CMH_HuG1-N.wiff,2530,83905,107999,73125,21249,107191,622044,114596,1125699,144691,668054,80752,139440,436535,438130,254859,12610,46958,2381052,166139,120795,2352,69938,416,113,113548,,10778,175,26875,915,6941,622,265,2215,4516,998,221876,22965,1396480,3107332,821394,,2584411,294551,,4907,465,29159,473,3007,1080,1465,10327,181,55971,13353,264123,519219,2834,145626,521677,157851,1199,88446,22296,1138,,653,2368,9011,301,1503,1330,,5776,
G361_SKIN,melanoma,McCoy's 5A + 10% FBS,Batch3,male,45.82712143,0015-CCL_Batch3_LIP-G-361.wiff,015-CCLE-batch3-HIL-G-361.wiff,0015-CCL_Batch_3_CMH-G-361.wiff,18040,690113,592547,307233,335420,411779,2161904,576483,3252151,3027302,2138482,1449345,1295291,5229146,5572011,5777397,170872,346516,13783055,820369,614930,24012,498484,,3287,215894,2519,57659,1648,328178,21486,92171,2870,6534,2871,37759,2774,431492,137534,4938970,6873638,955217,5784,4506979,980052,400,7962,6040,18557,14129,10803,7486,73707,2588,4492,491971,424211,1007440,929529,102443,1015471,3047046,1328051,21463,163175,249380,9869,1526,940,2646,3997,1013,2291,176,,50410,1003
NCIH2122_LUNG,lung_NSC,RPMI 1640 + 10% FBS,Batch_1,female,39.22988444,015-CCLE-Batch_1-LIP-NCI-H2122.wiff,015-CCLE-Batch_1-HIL-NCI-H2122.wiff,015-CCLE-Batch_1-CMH-NCI-H2122.wiff,6090,119623,215597,239263,370386,328291,1541852,335937,4333986,1971143,4394759,1885801,927014,6403882,7345432,4866281,242319,462198,5323092,246719,726664,23112,1061260,,438,101037,,,4874,243205,,119587,19915,37533,,55769,13496,2440272,468615,6349668,4908765,306605,554491,4417749,1476090,460,4163,,26913,4197,13724,9216,2978,3680,7239,819601,780130,730460,1512773,42892,741951,4386894,,,,,,,,,,,,,,,
LS513_LARGE_INTESTINE,colorectal,RPMI 1640 + 10% FBS,Batch6_7,male,33.8697622,0159_CCLE_Batch6_7_LIP-LS513.wiff,0159_CCLE_Batch6_7_HIL-LS513.wiff,0159_CCLE_Batch_6_7_CMH_LS513.wiff,4939,390563,223805,224617,333586,623844,2035124,487874,5053032,1963080,4951481,1157340,821067,5623144,6230731,3094722,138118,327888,6111806,371599,1264396,23340,749270,500,435,171833,1336,89175,1735,276158,15639,112766,1574,20338,729,40386,890,2211396,353315,8676039,6345124,282558,,3447540,1000456,491,7896,4288,15668,2562,10716,4292,5778,3565,159,750985,2708,1658694,587181,40138,2190179,9328061,523242,13743,173995,1703801,4331,791,303,,3692,1085,1658,728,2826,41080,1162
SKES1_BONE,Ewings_sarcoma,McCoy's 5A + 15% FBS,Batch6_7,male,53.78917712,0158_CCLE_Batch6_7_LIP-SK-ES-1.wiff,0158_CCLE_Batch6_7_HIL-SK-ES-1.wiff,0158_CCLE_Batch_6_7_CMH_SK-ES-1.wiff,24780,397866,414562,291209,340647,211929,2537178,401416,4096584,1786953,1674908,1462853,1386800,5824375,5533913,5582245,128780,373308,10065638,1616350,655473,39056,230514,575,181,75136,1480,91348,1106,313687,13850,122702,2420,14844,1515,50528,2992,326328,253036,4818719,8210161,1349985,,3567544,723235,612,9283,7544,7690,13760,13422,2462,13158,3815,1180,471553,3511,434092,831404,89632,633270,2087975,257304,10331,759132,149390,4584,736,385,538,2230,1249,1605,613,4782,20571,898
